"titles_south","word","n","total","tf","idf","tf_idf"
"Is Climate Change Denial Thawing in Texas?","yellow",1,2881,0.000347101700798334,0.980829253011726,0.00034044750191313
"Is Climate Change Denial Thawing in Texas?","you",1,2881,0.000347101700798334,0.470003629245736,0.000163139059092584
"Is Climate Change Denial Thawing in Texas?","youth",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Legislature must act boldly on climate change","00",1,923,0.00108342361863489,0,0
"Legislature must act boldly on climate change","10",1,923,0.00108342361863489,1.16315080980568,0.00126018505937777
"Legislature must act boldly on climate change","155498159",1,923,0.00108342361863489,2.77258872223978,0.0030038881064353
"Legislature must act boldly on climate change","17",1,923,0.00108342361863489,0,0
"Legislature must act boldly on climate change","200",1,923,0.00108342361863489,1.67397643357167,0.00181362560516974
"Legislature must act boldly on climate change","2010",1,923,0.00108342361863489,2.07944154167984,0.00225291607982647
"Legislature must act boldly on climate change","2030",1,923,0.00108342361863489,1.67397643357167,0.00181362560516974
"Legislature must act boldly on climate change","30",1,923,0.00108342361863489,1.16315080980568,0.00126018505937777
"Legislature must act boldly on climate change","60",1,923,0.00108342361863489,1.67397643357167,0.00181362560516974
"Legislature must act boldly on climate change","62",1,923,0.00108342361863489,1.38629436111989,0.00150194405321765
"Legislature must act boldly on climate change","63",1,923,0.00108342361863489,0.980829253011726,0.00106265357856092
"Legislature must act boldly on climate change","668",1,923,0.00108342361863489,2.77258872223978,0.0030038881064353
"Legislature must act boldly on climate change","68",1,923,0.00108342361863489,0.826678573184468,0.000895643091207441
"Legislature must act boldly on climate change","7",1,923,0.00108342361863489,1.38629436111989,0.00150194405321765
"Legislature must act boldly on climate change","70",1,923,0.00108342361863489,0.826678573184468,0.000895643091207441
"Legislature must act boldly on climate change","71",1,923,0.00108342361863489,0.826678573184468,0.000895643091207441
"Legislature must act boldly on climate change","79",1,923,0.00108342361863489,0.207639364778245,0.000224961391959095
"Legislature must act boldly on climate change","90",1,923,0.00108342361863489,0.0645385211375712,6.99225581122114e-05
"Legislature must act boldly on climate change","91",1,923,0.00108342361863489,0.826678573184468,0.000895643091207441
"Legislature must act boldly on climate change","about",1,923,0.00108342361863489,0,0
"Legislature must act boldly on climate change","above",1,923,0.00108342361863489,1.38629436111989,0.00150194405321765
"Legislature must act boldly on climate change","accept",1,923,0.00108342361863489,2.07944154167984,0.00225291607982647
"Legislature must act boldly on climate change","accidents",1,923,0.00108342361863489,2.07944154167984,0.00225291607982647
"Legislature must act boldly on climate change","according",1,923,0.00108342361863489,1.16315080980568,0.00126018505937777
"Legislature must act boldly on climate change","acidification",1,923,0.00108342361863489,2.77258872223978,0.0030038881064353
"Legislature must act boldly on climate change","action",1,923,0.00108342361863489,0.693147180559945,0.000750972026608825
"Legislature must act boldly on climate change","address",1,923,0.00108342361863489,1.16315080980568,0.00126018505937777
"Legislature must act boldly on climate change","age",1,923,0.00108342361863489,1.67397643357167,0.00181362560516974
"Legislature must act boldly on climate change","ago",1,923,0.00108342361863489,1.16315080980568,0.00126018505937777
"Legislature must act boldly on climate change","aid",1,923,0.00108342361863489,2.77258872223978,0.0030038881064353
"Legislature must act boldly on climate change","along",1,923,0.00108342361863489,1.67397643357167,0.00181362560516974
"Legislature must act boldly on climate change","ancient",1,923,0.00108342361863489,2.07944154167984,0.00225291607982647
"Legislature must act boldly on climate change","arachnids",1,923,0.00108342361863489,2.77258872223978,0.0030038881064353
"Legislature must act boldly on climate change","arizona",1,923,0.00108342361863489,0,0
"Legislature must act boldly on climate change","around",1,923,0.00108342361863489,1.16315080980568,0.00126018505937777
"Legislature must act boldly on climate change","aspects",1,923,0.00108342361863489,2.77258872223978,0.0030038881064353
"Legislature must act boldly on climate change","assessment",1,923,0.00108342361863489,2.77258872223978,0.0030038881064353
"Legislature must act boldly on climate change","attitude",1,923,0.00108342361863489,2.77258872223978,0.0030038881064353
"Legislature must act boldly on climate change","before",1,923,0.00108342361863489,0.693147180559945,0.000750972026608825
"Legislature must act boldly on climate change","believe",1,923,0.00108342361863489,0.980829253011726,0.00106265357856092
"Legislature must act boldly on climate change","birds",1,923,0.00108342361863489,2.77258872223978,0.0030038881064353
"Legislature must act boldly on climate change","bodies",1,923,0.00108342361863489,1.67397643357167,0.00181362560516974
"Legislature must act boldly on climate change","body",1,923,0.00108342361863489,0,0
"Legislature must act boldly on climate change","breathe",1,923,0.00108342361863489,2.07944154167984,0.00225291607982647
"Legislature must act boldly on climate change","bustle",1,923,0.00108342361863489,2.77258872223978,0.0030038881064353
"Legislature must act boldly on climate change","byline",1,923,0.00108342361863489,0,0
"Legislature must act boldly on climate change","capitalism",1,923,0.00108342361863489,2.77258872223978,0.0030038881064353
"Legislature must act boldly on climate change","carbon",1,923,0.00108342361863489,0.826678573184468,0.000895643091207441
"Legislature must act boldly on climate change","care",1,923,0.00108342361863489,0.980829253011726,0.00106265357856092
"Legislature must act boldly on climate change","catastrophic",1,923,0.00108342361863489,2.07944154167984,0.00225291607982647
"Legislature must act boldly on climate change","cause",1,923,0.00108342361863489,1.16315080980568,0.00126018505937777
"Legislature must act boldly on climate change","caused",1,923,0.00108342361863489,1.16315080980568,0.00126018505937777
"Legislature must act boldly on climate change","celsius",1,923,0.00108342361863489,2.07944154167984,0.00225291607982647
"Legislature must act boldly on climate change","change's",1,923,0.00108342361863489,2.77258872223978,0.0030038881064353
"Legislature must act boldly on climate change","changing",1,923,0.00108342361863489,0.980829253011726,0.00106265357856092
"Legislature must act boldly on climate change","charities",1,923,0.00108342361863489,2.77258872223978,0.0030038881064353
"Legislature must act boldly on climate change","charted",1,923,0.00108342361863489,2.77258872223978,0.0030038881064353
"Legislature must act boldly on climate change","classification",1,923,0.00108342361863489,0,0
"Legislature must act boldly on climate change","client",1,923,0.00108342361863489,0,0
"Legislature must act boldly on climate change","climatology",1,923,0.00108342361863489,0.207639364778245,0.000224961391959095
"Legislature must act boldly on climate change","collapse",1,923,0.00108342361863489,2.77258872223978,0.0030038881064353
"Legislature must act boldly on climate change","colonization",1,923,0.00108342361863489,2.07944154167984,0.00225291607982647
"Legislature must act boldly on climate change","communities",1,923,0.00108342361863489,1.16315080980568,0.00126018505937777
"Legislature must act boldly on climate change","comprehensive",1,923,0.00108342361863489,1.67397643357167,0.00181362560516974
"Legislature must act boldly on climate change","conditions",1,923,0.00108342361863489,0,0
"Legislature must act boldly on climate change","content",1,923,0.00108342361863489,0,0
"Legislature must act boldly on climate change","continuing",1,923,0.00108342361863489,2.77258872223978,0.0030038881064353
"Legislature must act boldly on climate change","contradictions",1,923,0.00108342361863489,2.77258872223978,0.0030038881064353
"Legislature must act boldly on climate change","coronaviruses",1,923,0.00108342361863489,2.77258872223978,0.0030038881064353
"Legislature must act boldly on climate change","costing",1,923,0.00108342361863489,2.07944154167984,0.00225291607982647
"Legislature must act boldly on climate change","country",1,923,0.00108342361863489,0.470003629245736,0.000509213032768944
"Legislature must act boldly on climate change","country's",1,923,0.00108342361863489,1.67397643357167,0.00181362560516974
"Legislature must act boldly on climate change","create",1,923,0.00108342361863489,0.980829253011726,0.00106265357856092
"Legislature must act boldly on climate change","creation",1,923,0.00108342361863489,1.67397643357167,0.00181362560516974
"Legislature must act boldly on climate change","crisis",1,923,0.00108342361863489,1.38629436111989,0.00150194405321765
"Legislature must act boldly on climate change","cultural",1,923,0.00108342361863489,1.67397643357167,0.00181362560516974
"Legislature must act boldly on climate change","curving",1,923,0.00108342361863489,2.77258872223978,0.0030038881064353
"Legislature must act boldly on climate change","cut",1,923,0.00108342361863489,0.980829253011726,0.00106265357856092
"Legislature must act boldly on climate change","damage",1,923,0.00108342361863489,1.67397643357167,0.00181362560516974
"Legislature must act boldly on climate change","deadline",1,923,0.00108342361863489,2.77258872223978,0.0030038881064353
"Legislature must act boldly on climate change","decimating",1,923,0.00108342361863489,2.07944154167984,0.00225291607982647
"Legislature must act boldly on climate change","degradation",1,923,0.00108342361863489,2.07944154167984,0.00225291607982647
"Legislature must act boldly on climate change","degree",1,923,0.00108342361863489,1.38629436111989,0.00150194405321765
"Legislature must act boldly on climate change","demands",1,923,0.00108342361863489,1.67397643357167,0.00181362560516974
"Legislature must act boldly on climate change","deployments",1,923,0.00108342361863489,2.77258872223978,0.0030038881064353
"Legislature must act boldly on climate change","desertification",1,923,0.00108342361863489,2.77258872223978,0.0030038881064353
"Legislature must act boldly on climate change","deserts",1,923,0.00108342361863489,2.77258872223978,0.0030038881064353
"Legislature must act boldly on climate change","destroyed",1,923,0.00108342361863489,2.07944154167984,0.00225291607982647
"Legislature must act boldly on climate change","destroying",1,923,0.00108342361863489,2.77258872223978,0.0030038881064353
"Legislature must act boldly on climate change","devastating",1,923,0.00108342361863489,2.07944154167984,0.00225291607982647
"Legislature must act boldly on climate change","disease",1,923,0.00108342361863489,1.67397643357167,0.00181362560516974
"Legislature must act boldly on climate change","diseased",1,923,0.00108342361863489,2.77258872223978,0.0030038881064353
"Legislature must act boldly on climate change","displacing",1,923,0.00108342361863489,2.77258872223978,0.0030038881064353
"Legislature must act boldly on climate change","drought",1,923,0.00108342361863489,0.470003629245736,0.000509213032768944
"Legislature must act boldly on climate change","dry",1,923,0.00108342361863489,1.16315080980568,0.00126018505937777
"Legislature must act boldly on climate change","dying",1,923,0.00108342361863489,1.67397643357167,0.00181362560516974
"Legislature must act boldly on climate change","economic",1,923,0.00108342361863489,0.826678573184468,0.000895643091207441
"Legislature must act boldly on climate change","ecosystem",1,923,0.00108342361863489,2.77258872223978,0.0030038881064353
"Legislature must act boldly on climate change","edt",1,923,0.00108342361863489,0,0
"Legislature must act boldly on climate change","emergency",1,923,0.00108342361863489,2.07944154167984,0.00225291607982647
"Legislature must act boldly on climate change","end",1,923,0.00108342361863489,0,0
"Legislature must act boldly on climate change","energy",1,923,0.00108342361863489,0.374693449441411,0.000405951732872601
"Legislature must act boldly on climate change","english",1,923,0.00108342361863489,0,0
"Legislature must act boldly on climate change","entire",1,923,0.00108342361863489,1.16315080980568,0.00126018505937777
"Legislature must act boldly on climate change","environment",1,923,0.00108342361863489,0.133531392624523,0.000144671064598616
"Legislature must act boldly on climate change","ethical",1,923,0.00108342361863489,2.07944154167984,0.00225291607982647
"Legislature must act boldly on climate change","even",1,923,0.00108342361863489,0.470003629245736,0.000509213032768944
"Legislature must act boldly on climate change","everyday",1,923,0.00108342361863489,1.67397643357167,0.00181362560516974
"Legislature must act boldly on climate change","experienced",1,923,0.00108342361863489,1.67397643357167,0.00181362560516974
"Legislature must act boldly on climate change","explode",1,923,0.00108342361863489,2.77258872223978,0.0030038881064353
"Legislature must act boldly on climate change","face",1,923,0.00108342361863489,1.16315080980568,0.00126018505937777
"Legislature must act boldly on climate change","facilities",1,923,0.00108342361863489,1.38629436111989,0.00150194405321765
"Legislature must act boldly on climate change","facing",1,923,0.00108342361863489,1.67397643357167,0.00181362560516974
"Legislature must act boldly on climate change","falling",1,923,0.00108342361863489,2.07944154167984,0.00225291607982647
"Legislature must act boldly on climate change","far",1,923,0.00108342361863489,0.826678573184468,0.000895643091207441
"Legislature must act boldly on climate change","faster",1,923,0.00108342361863489,2.07944154167984,0.00225291607982647
"Legislature must act boldly on climate change","feedback",1,923,0.00108342361863489,2.07944154167984,0.00225291607982647
"Legislature must act boldly on climate change","feel",1,923,0.00108342361863489,2.07944154167984,0.00225291607982647
"Legislature must act boldly on climate change","fifth",1,923,0.00108342361863489,2.77258872223978,0.0030038881064353
"Legislature must act boldly on climate change","fighting",1,923,0.00108342361863489,1.67397643357167,0.00181362560516974
"Legislature must act boldly on climate change","fires",1,923,0.00108342361863489,1.67397643357167,0.00181362560516974
"Legislature must act boldly on climate change","forced",1,923,0.00108342361863489,1.67397643357167,0.00181362560516974
"Legislature must act boldly on climate change","forest",1,923,0.00108342361863489,2.07944154167984,0.00225291607982647
