"titles_midwest","word","n","total","tf","idf","tf_idf"
"Scientists offer new estimate for how people altered planet","planetary",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","plant",1,961,0.00104058272632674,1.32175583998232,0.0013753962955071
"Scientists offer new estimate for how people altered planet","plowing",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","policy",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","popular",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","portugal",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","presented",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","previously",1,961,0.00104058272632674,1.6094379124341,0.0016747532907743
"Scientists offer new estimate for how people altered planet","privacy",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","professor",1,961,0.00104058272632674,1.6094379124341,0.0016747532907743
"Scientists offer new estimate for how people altered planet","provides",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","published",1,961,0.00104058272632674,1.32175583998232,0.0013753962955071
"Scientists offer new estimate for how people altered planet","publishing",1,961,0.00104058272632674,1.6094379124341,0.0016747532907743
"Scientists offer new estimate for how people altered planet","puts",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","putting",1,961,0.00104058272632674,2.01490302054226,0.00209667327839986
"Scientists offer new estimate for how people altered planet","razing",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","reckoned",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","recognized",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","released",1,961,0.00104058272632674,0.916290731874155,0.000953476307881535
"Scientists offer new estimate for how people altered planet","reports",1,961,0.00104058272632674,1.09861228866811,0.00114319697051832
"Scientists offer new estimate for how people altered planet","researcher",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","reside",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","response",1,961,0.00104058272632674,1.6094379124341,0.0016747532907743
"Scientists offer new estimate for how people altered planet","responsible",1,961,0.00104058272632674,1.6094379124341,0.0016747532907743
"Scientists offer new estimate for how people altered planet","restoration",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","restoring",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","retained",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","rethinking",1,961,0.00104058272632674,2.01490302054226,0.00209667327839986
"Scientists offer new estimate for how people altered planet","return",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","revolution",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","roughly",1,961,0.00104058272632674,1.6094379124341,0.0016747532907743
"Scientists offer new estimate for how people altered planet","ruddiman",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","satellite",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","scale",1,961,0.00104058272632674,2.01490302054226,0.00209667327839986
"Scientists offer new estimate for how people altered planet","section",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","series",1,961,0.00104058272632674,2.01490302054226,0.00209667327839986
"Scientists offer new estimate for how people altered planet","shape",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","signal",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","simultaneously",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","since",1,961,0.00104058272632674,1.09861228866811,0.00114319697051832
"Scientists offer new estimate for how people altered planet","social",1,961,0.00104058272632674,1.6094379124341,0.0016747532907743
"Scientists offer new estimate for how people altered planet","some",1,961,0.00104058272632674,0.510825623765991,0.000531556320255974
"Scientists offer new estimate for how people altered planet","somewhat",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","state",1,961,0.00104058272632674,0.628608659422374,0.000654119312614333
"Scientists offer new estimate for how people altered planet","statement",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","still",1,961,0.00104058272632674,1.32175583998232,0.0013753962955071
"Scientists offer new estimate for how people altered planet","storage",1,961,0.00104058272632674,1.32175583998232,0.0013753962955071
"Scientists offer new estimate for how people altered planet","story",1,961,0.00104058272632674,1.6094379124341,0.0016747532907743
"Scientists offer new estimate for how people altered planet","studies",1,961,0.00104058272632674,1.09861228866811,0.00114319697051832
"Scientists offer new estimate for how people altered planet","subject",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","substantial",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","surfaces",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","surprisingly",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","sweden",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","technology",1,961,0.00104058272632674,0.510825623765991,0.000531556320255974
"Scientists offer new estimate for how people altered planet","thanks",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","then",1,961,0.00104058272632674,1.09861228866811,0.00114319697051832
"Scientists offer new estimate for how people altered planet","there",1,961,0.00104058272632674,0.510825623765991,0.000531556320255974
"Scientists offer new estimate for how people altered planet","there's",1,961,0.00104058272632674,1.6094379124341,0.0016747532907743
"Scientists offer new estimate for how people altered planet","thesis",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","they",1,961,0.00104058272632674,0.22314355131421,0.000232199324988772
"Scientists offer new estimate for how people altered planet","they're",1,961,0.00104058272632674,1.32175583998232,0.0013753962955071
"Scientists offer new estimate for how people altered planet","thinned",1,961,0.00104058272632674,2.01490302054226,0.00209667327839986
"Scientists offer new estimate for how people altered planet","thought",1,961,0.00104058272632674,2.01490302054226,0.00209667327839986
"Scientists offer new estimate for how people altered planet","through",1,961,0.00104058272632674,1.32175583998232,0.0013753962955071
"Scientists offer new estimate for how people altered planet","time",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","timeline",1,961,0.00104058272632674,0,0
